"ImageShare","Image Share","UserOrGroupId","User/Group ID","reference",18,false,"[""Group"",""User""]","UserOrGroup",false,false,,"[]",false
"ImageShare","Image Share","AccessLevel","Custom Object Access","picklist",40,false,"[]",,false,true,,"[""Read Only"",""Read/Write"",""Owner""]",false
"ImageShare","Image Share","RowCause","Row Cause","picklist",40,true,"[]",,false,false,,"[""Owner"",""Manual Sharing"",""Sharing Rule"",""Account Sharing"",""Associated record owner or sharing"",""Person Contact"",""Sales Team"",""Territory Assignment Rule"",""Territory Manual"",""Territory Manual"",""Territory Sharing Rule"",""Territory assignment for forecasting and reporting"",""Guest User Sharing Rule"",""Associated guest user sharing"",""Associated Guest User Sharing"",""Survey Sharing Rule""]",false
"ImageShare","Image Share","LastModifiedDate","Last Modified Date","datetime",0,false,"[]",,false,false,,"[]",false
"ImageShare","Image Share","LastModifiedById","Last Modified By ID","reference",18,false,"[""User""]","LastModifiedBy",false,false,,"[]",false
"ImageShare","Image Share","IsDeleted","Deleted","boolean",0,false,"[]",,false,false,,"[]",false
"sobjectName","sobjectLabel","name","label","type","length","nillable","referenceTo","relationshipName","unique","updateable","inlineHelpText","picklistValues","externalId"
"Individual","Individual","Id","Individual ID","id",18,false,"[]",,false,false,,"[]",false
"Individual","Individual","OwnerId","Owner ID","reference",18,false,"[""User""]","Owner",false,true,,"[]",false
"Individual","Individual","IsDeleted","Deleted","boolean",0,false,"[]",,false,false,,"[]",false
"Individual","Individual","LastName","Last Name","string",80,false,"[]",,false,true,,"[]",false
"Individual","Individual","FirstName","First Name","string",40,true,"[]",,false,true,,"[]",false
"Individual","Individual","Salutation","Salutation","picklist",40,true,"[]",,false,true,,"[""Mr."",""Ms."",""Mrs."",""Dr."",""Prof.""]",false
"Individual","Individual","MiddleName","Middle Name","string",40,true,"[]",,false,true,,"[]",false
"Individual","Individual","Suffix","Suffix","string",40,true,"[]",,false,true,,"[]",false
"Individual","Individual","Name","Name","string",121,false,"[]",,false,false,,"[]",false
"Individual","Individual","HasOptedOutTracking","Don't Track","boolean",0,false,"[]",,false,true,,"[]",false
"Individual","Individual","HasOptedOutProfiling","Don't Profile","boolean",0,false,"[]",,false,true,,"[]",false
"Individual","Individual","HasOptedOutProcessing","Don't Process","boolean",0,false,"[]",,false,true,,"[]",false
"Individual","Individual","HasOptedOutSolicit","Don't Market","boolean",0,false,"[]",,false,true,,"[]",false
"Individual","Individual","ShouldForget","Forget this Individual","boolean",0,false,"[]",,false,true,,"[]",false
"Individual","Individual","SendIndividualData","Export Individual's Data","boolean",0,false,"[]",,false,true,,"[]",false
"Individual","Individual","CanStorePiiElsewhere","OK to Store PII Data Elsewhere","boolean",0,false,"[]",,false,true,,"[]",false
"Individual","Individual","HasOptedOutGeoTracking","Block Geolocation Tracking","boolean",0,false,"[]",,false,true,,"[]",false
